date_aaaammjj;menutypeplat;plat;specificites;repas
2020-09-17;Dessert;SALADE DE FRUIT FRAIS D'ETE;Haute Qualité Alimentaire;DEJEUNER
2020-09-18;Plat;LASAGNES AU THON UPC (COLLEGIEN);;DEJEUNER
2020-09-21;Entrée;BETTERAVE BIO MIMOSA;Produit Agriculture Biologique;DEJEUNER
2020-09-21;Entrée;CONCOMBRE FRAIS VINAIGRETTE;Haute Qualité Alimentaire;DEJEUNER
2020-09-21;Plat;BRANDADE PARMENTIERE MORUE UPC - COMPLET;;DEJEUNER
2020-09-21;Fromage;YAOURT NATURE BIO LAIT ENTIER ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2020-09-22;Entrée;CAROTTES RAPEES BIO;Produit Agriculture Biologique;DEJEUNER
2020-09-22;Légumes;HARICOTS VERTS BIO PERSILLES;Produit Agriculture Biologique;DEJEUNER
2020-09-24;Entrée;GASPACHO;;DEJEUNER
2020-09-24;Dessert;CREME DESSERT CHOCOLAT BIO;Produit Agriculture Biologique;DEJEUNER
2020-09-24;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2020-09-25;Fromage;YAOURT GERVAIS MAXI IND;;DEJEUNER
2020-09-28;Entrée;TABOULE QUINOA BIO ET DES DE BREBIS;Produit Agriculture Biologique;DEJEUNER
2020-09-28;Plat;SAUCISSE DE TOULOUSE A GRILLER A/PORC;Haute Qualité Alimentaire;DEJEUNER
2020-09-28;Dessert;GLACE CONE CHOCOLAT;;DEJEUNER
2020-09-29;Entrée;MELON PAYS;Haute Qualité Alimentaire;DEJEUNER
2020-10-01;Plat;FILET DE POULET BBC A GRILLER;;DEJEUNER
2020-10-02;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2020-10-02;Plat;CURRY LEGUMES/RIZ DE CAMARGUE- PLAT COMPLET ALTERNATIF PV;Haute Qualité Alimentaire;DEJEUNER
2020-10-02;Légumes;PUREE DE CAROTTES UPC;;DEJEUNER
2020-10-05;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-10-05;Dessert;GLACE BARRE SNICKERS;;DEJEUNER
2020-10-06;Entrée;CAROTTES RAPEES BIO SAUCE VINAIGRETTE;Produit Agriculture Biologique;DEJEUNER
2020-10-06;Entrée;TOMATE CERISE TAPENADE;;DEJEUNER
2020-10-08;Entrée;TOMATE FRAICHE AUX ANCHOIS;Haute Qualité Alimentaire;DEJEUNER
2020-10-08;Dessert;GATEAU FACON D'AIGUES MORTES MAISON;;DEJEUNER
2020-10-12;Plat;TORTELLINIS 4 FROMAGES A LA CREME - COMPLET ALTERNATIF PA;;DEJEUNER
2020-10-12;Dessert;BEIGNET CHOCOLAT;;DEJEUNER
2020-10-13;Entrée;SALADE MACHE AU LEERDAMER ZIG ZAG;Haute Qualité Alimentaire;DEJEUNER
2020-10-13;Légumes;PUREE DE POTIRON;;DEJEUNER
2020-10-13;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-10-15;Plat;ROUILLE A LA SETOISE;;DEJEUNER
2020-10-16;Plat;STEAK HACHE DE BOEUF FACON BOUCHERE;;DEJEUNER
2020-10-16;Légumes;PETIT POIS CAROTTES BIO UPC;Produit Agriculture Biologique;DEJEUNER
2020-10-16;Légumes;POELEE RATATOUILLE GNOCCHI;;DEJEUNER
2020-10-16;Dessert;MOUSSE AU CHOCOLAT AU LAIT IND;;DEJEUNER
2020-11-03;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2020-11-03;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-11-05;Entrée;SALADE MELANGE LOCALE BIO AUX CROUTONS;Produit Agriculture Biologique;DEJEUNER
2020-11-05;Entrée;TAPENADE LEGUMES HIVER UPC;Haute Qualité Alimentaire;DEJEUNER
2020-11-05;Légumes;CAROTTES FRAICHES SAUTEES UPC;Haute Qualité Alimentaire;DEJEUNER
2020-11-05;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-11-05;Fromage;YAOURT NATURE BIO LES 2 VACHES ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2020-11-06;Plat;ESCALOPE POULET BBC A GRILLER SAUCE FORESTIERE;;DEJEUNER
2020-11-09;Entrée;SALADE D'ENDIVES AUX NOIX;;DEJEUNER
2020-11-09;Entrée;SOUPE DE LEGUMES UPC;Haute Qualité Alimentaire;DEJEUNER
2020-11-09;Plat;FAJITAS VEGE - PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2020-11-09;Légumes;BROCOLI BIO EN GRATIN;Produit Agriculture Biologique;DEJEUNER
2020-11-09;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-09;Dessert;CREME DESSERT CHOCOLAT BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-09;Dessert;PETITS SUISSE BIO AUX FRUITS;Produit Agriculture Biologique;DEJEUNER
2020-11-10;Plat;DINDE SAUTE BIO AU CURRY;Produit Agriculture Biologique;DEJEUNER
2020-11-10;Fromage;YAOURT NATURE BIO LAIT ENTIER ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2020-11-10;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-11-12;Légumes;POMME DE TERRE ALLUMETTE FRITE;;DEJEUNER
2020-11-13;Entrée;BEIGNET DE CALAMARS ET CITRON;;DEJEUNER
2020-11-13;Entrée;GASPACHO;;DEJEUNER
2020-11-13;Plat;PAELLA AU POULET - PLAT COMPLET;;DEJEUNER
2020-11-13;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-11-13;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2020-11-16;Entrée;SALADE D'ENDIVES AU LEERDAMER ZIG ZAG;;DEJEUNER
2020-11-16;Plat;OMELETTE/GALETTE PDT SUR TOASTINETTE - COMPLET ALTERNATIF PA;;DEJEUNER
2020-11-17;Dessert;SALADE FRUITS D'HIVER FRAIS;Haute Qualité Alimentaire;DEJEUNER
2020-11-19;Plat;SAUCISSE DE TOULOUSE A GRILLER A/PORC;Haute Qualité Alimentaire;DEJEUNER
2020-11-19;Légumes;FLAN AUX BROCOLIS BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-19;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2020-11-23;Entrée;SALADE DE CHOUX FLEURS BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-23;Plat;DOS DE CABILLAUD AU BEURRE BLANC;;DEJEUNER
2020-11-23;Légumes;BLE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2020-11-23;Légumes;FONDUE DE POIREAUX FRAIS;Haute Qualité Alimentaire;DEJEUNER
2020-11-23;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-11-24;Entrée;CAROTTES RAPEES BIO;Produit Agriculture Biologique;DEJEUNER
2020-11-24;Entrée;VELOUTE DE COURGETTES A LA VACHE QUI RIT;Haute Qualité Alimentaire;DEJEUNER
2020-11-24;Fromage;FROMAGE SALAGOU TOMETTE DU CAYLAR;Haute Qualité Alimentaire;DEJEUNER
2020-11-24;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2020-11-26;Plat;FILET DE POULET SAUCE BARBECUE;;DEJEUNER
2020-11-27;Entrée;SALADE LAITUE FEUILLE BIO AU GESIERS;Produit Agriculture Biologique;DEJEUNER
2020-11-30;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2020-11-30;Dessert;TARTE NOIX DE COCO/ANANAS;;DEJEUNER
2020-12-01;Dessert;FLAN BIO VANILLE/CARAMEL LES 2 VACHES;Produit Agriculture Biologique;DEJEUNER
2020-12-03;Entrée;AVOCAT CITRON;;DEJEUNER
2020-12-03;Entrée;ENDIVES SAUCE BLEU CAJOU CREME;;DEJEUNER
2020-12-04;Entrée;TAPENADE LEGUMES HIVER UPC;Haute Qualité Alimentaire;DEJEUNER
2020-12-04;Fromage;YAOURT CITRON BIO;Produit Agriculture Biologique;DEJEUNER
2020-12-07;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2020-12-08;Entrée;VELOUTE DE POTIRON MAISON;Haute Qualité Alimentaire;DEJEUNER
2020-12-08;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2020-12-08;Légumes;CAROTTES BIO A LA PAYSANNE UPC;Produit Agriculture Biologique;DEJEUNER
2020-12-08;Fromage;FROMAGE SALAGOU TOMETTE DU CAYLAR;Haute Qualité Alimentaire;DEJEUNER
2020-12-10;Plat;DOS DE CABILLAUD SAUCE VIERGE;;DEJEUNER
2020-12-10;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2020-12-11;Entrée;CHOUX CHINOIS SAUCE BULGARE;;DEJEUNER
2020-12-11;Plat;DOS DE COLIN MARINADE HUILE D'OLIVE ET CITRON;;DEJEUNER
2020-12-11;Dessert;CREME DESSERT VANILLE BIO;Produit Agriculture Biologique;DEJEUNER
2020-12-14;Légumes;PETIT POIS CAROTTES BIO UPC;Produit Agriculture Biologique;DEJEUNER
2020-12-14;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2020-12-14;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2020-12-15;Plat;BLANQUETTE DE VEAU A L'ANCIENNE BIO;Produit Agriculture Biologique;DEJEUNER
2020-12-17;Entrée;SALADE DE NOEL;;DEJEUNER
2020-12-17;Entrée;VELOUTE DE BUTTERNUT AUX ECLATS DE MARRONS ET DES DE ROQUEFORT;Haute Qualité Alimentaire;DEJEUNER
2020-12-17;Fromage;CLEMENTINE ET CHOCOLAT;;DEJEUNER
2020-12-17;Dessert;MINI CHOUX SAUCE CHOCOLAT ET CHANTILLY;;DEJEUNER
2020-12-18;Entrée;BEIGNET DE CALAMARS ET CITRON;;DEJEUNER
2020-12-18;Entrée;FILET DE MAQUEREAU ESCABECHE;;DEJEUNER
2020-12-18;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-12-18;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-01-04;Entrée;POMELOS BIO AU SUCRE (ENTREE);Produit Agriculture Biologique;DEJEUNER
2021-01-04;Plat;FILET MEUNIERE ET CITRON;;DEJEUNER
2021-01-04;Dessert;COMPOTE POMME/POIRE BIO/BISCUIT PETIT BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-01-04;Dessert;POIRE WILLIAMS BIO AU MIEL ET AMANDES GRILLEES;Produit Agriculture Biologique;DEJEUNER
2021-01-07;Entrée;AVOCAT VINAIGRETTE;;DEJEUNER
2021-01-07;Entrée;SALADE MACHE AU LEERDAMER ZIG ZAG;Haute Qualité Alimentaire;DEJEUNER
2021-01-08;Légumes;HARICOTS VERTS BIO AU BEURRE PERSILLES;Produit Agriculture Biologique;DEJEUNER
2021-01-08;Fromage;YAOURT FERMIER HQA ET SUCRE;Haute Qualité Alimentaire;DEJEUNER
2021-01-08;Dessert;SALADE FRUITS D'HIVER FRAIS;Haute Qualité Alimentaire;DEJEUNER
2021-01-11;Entrée;SALADE DE CHOUX FLEURS BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-11;Légumes;POELEE RATATOUILLE GNOCCHI;;DEJEUNER
2021-01-12;Entrée;AVOCAT MAYONNAISE;;DEJEUNER
2021-01-12;Entrée;OEUF A LA COQUE ET MOUILLETTE;;DEJEUNER
2021-01-12;Plat;GRATIN POMME DE TERRE REBLOCHON - PLAT COMPLET ALTERNATIF PA;;DEJEUNER
2021-01-12;Plat;STEAK HACHE DE BOEUF FACON BOUCHERE;;DEJEUNER
2021-01-12;Légumes;PUREE DE CAROTTES UPC;;DEJEUNER
2021-01-12;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-12;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-01-14;Entrée;SALADE DE MACHE AUX DES DE FOURME D'AMBERT;Haute Qualité Alimentaire;DEJEUNER
2021-01-15;Entrée;JAMBON CUIT / BEURRE;;DEJEUNER
2021-01-18;Entrée;SALADE DE MACHE HQA;Haute Qualité Alimentaire;DEJEUNER
2021-01-18;Plat;TORTELLINIS 4 FROMAGES A LA SAUCE TOMATE - COMPLET ALTERNATIF PA;;DEJEUNER
2021-01-19;Plat;OMELETTE NATURE;;DEJEUNER
2021-01-19;Dessert;PUREE POMME/FRAMBOISE IND;;DEJEUNER
2021-01-21;Plat;BOEUF BIO ESTOUFFADE PROVENCALE;Produit Agriculture Biologique;DEJEUNER
2021-01-21;Légumes;PUREE DE POMME DE TERRE UPC;;DEJEUNER
2021-01-22;Entrée;JAMBON CRU SALVETAT/CORNICHON A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-01-22;Fromage;FROMAGE GOUDA BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-01-25;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-26;Plat;BOLOGNAISE DE LENTILLES PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-01-26;Plat;HAUT DE CUISSE/PILONS DE POULET ROTI BIO;Produit Agriculture Biologique;DEJEUNER
2021-01-28;Entrée;SALADE MELANGE LOCALE BIO AUX CROUTONS;Produit Agriculture Biologique;DEJEUNER
2021-01-28;Plat;DOS DE CABILLAUD A LA SAUCE CATALANE;;DEJEUNER
2021-01-28;Dessert;KIWI;;DEJEUNER
2021-01-29;Entrée;PATE CAMPAGNE HQA A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-01-29;Légumes;SEMOULE BIO A L'HUILE D'OLIVE;Produit Agriculture Biologique;DEJEUNER
2021-02-01;Légumes;BLE BIO AU BEURRE;Produit Agriculture Biologique;DEJEUNER
2021-02-01;Fromage;FROMAGE BREBIS CREME Po;;DEJEUNER
2021-02-02;Fromage;FROMAGE BLANC AU FRUIT;;DEJEUNER
2021-02-04;Dessert;SALADE FRUITS D'HIVER FRAIS;Haute Qualité Alimentaire;DEJEUNER
2021-02-05;Légumes;EPINARD BIO A LA CREME;Produit Agriculture Biologique;DEJEUNER
2021-02-05;Fromage;PETIT SUISSE NATURE 60GR ET SUCRE;;DEJEUNER
2021-02-05;Dessert;ANANAS FRAIS EN TRANCHE;Haute Qualité Alimentaire;DEJEUNER
2021-02-05;Dessert;COMPOTE BIO POMME ALLEGEE ET BISCUIT CIGARETTE;Produit Agriculture Biologique;DEJEUNER
2021-02-08;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2021-02-08;Légumes;FONDUE DE POIREAUX FRAIS;Haute Qualité Alimentaire;DEJEUNER
2021-02-08;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2021-02-09;Entrée;DUO DE CHOUX VINAIGRETTE;Haute Qualité Alimentaire;DEJEUNER
2021-02-09;Entrée;SALADE D'ENDIVE AU BLEU ET NOIX;;DEJEUNER
2021-02-09;Fromage;YAOURT CITRON BIO;Produit Agriculture Biologique;DEJEUNER
2021-02-11;Plat;BOEUF BIO FACON GARDIANE;Produit Agriculture Biologique;DEJEUNER
2021-02-11;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2021-02-12;Entrée;FILET DE MAQUEREAU MOUTARDE;;DEJEUNER
2021-02-12;Plat;TORTELLINIS 4 FROMAGES A LA CREME - COMPLET ALTERNATIF PA;;DEJEUNER
2021-02-12;Dessert;CREME DESSERT CHOCOLAT BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-04;Plat;DOS DE COLIN MARINADE HUILE D'OLIVE ET CITRON;;DEJEUNER
2021-03-04;Légumes;EPINARDS BIO A LA VACHE QUI RIT;Produit Agriculture Biologique;DEJEUNER
2021-03-04;Fromage;FROMAGE CAMEMBERT BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-05;Plat;ASSIETTE ORIENTALE ET SA SEMOULE BIO - COMPLET ALTERNATIF PV;;DEJEUNER
2021-03-08;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-03-08;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-03-09;Plat;DORADE SEBASTE SAUCE CITRON VERT;;DEJEUNER
2021-03-09;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-03-11;Légumes;CAROTTES RISOTTO (COLLEGIEN);Haute Qualité Alimentaire;DEJEUNER
2021-03-11;Fromage;YAOURT STRACCIATELLA;;DEJEUNER
2021-03-11;Dessert;TIRAMISU UPC;;DEJEUNER
2021-03-12;Légumes;FONDUE DE POIREAUX FRAIS;Haute Qualité Alimentaire;DEJEUNER
2021-03-12;Fromage;YAOURT CITRON BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-15;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2021-03-15;Fromage;FROMAGE SAINT NECTAIRE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-03-15;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2021-03-16;Entrée;CAKE AUX OLIVES. DES DE BREBIS ET SALADE MELANGE;Haute Qualité Alimentaire;DEJEUNER
2021-03-16;Plat;FALAFELS ET SES CEREALES SAUCE BLANCHE - COMPLET ALTERNATIF PV;Produit Agriculture Biologique;DEJEUNER
2021-03-16;Plat;HAUT DE CUISSE/PILONS DE POULET ROTI BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-18;Plat;OMELETTE NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-03-18;Plat;SAUTE DE BOEUF STROGONOF;Haute Qualité Alimentaire;DEJEUNER
2021-03-19;Légumes;RIZ PILAF;;DEJEUNER
2021-03-19;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2021-03-19;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-03-19;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-03-22;Plat;BOLOGNAISE DE LENTILLES PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-03-22;Fromage;YAOURT NATURE BIO LAIT ENTIER ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-03-23;Entrée;FALAFELS SAUCE BLANCHE SUR LIT DE SALADE;;DEJEUNER
2021-03-23;Plat;COUSCOUS MOUTON MERGUEZ PLAT COMPLET;;DEJEUNER
2021-03-23;Plat;FILET DE POULET A LA MAROCAINE;;DEJEUNER
2021-03-23;Dessert;GATEAU AU MIEL;;DEJEUNER
2021-03-25;Entrée;TOMATE CERISE TAPENADE;;DEJEUNER
2021-03-25;Plat;DINDE CORDON BLEU;;DEJEUNER
2021-03-25;Dessert;TARTE TROPEZIENNE;;DEJEUNER
2021-03-26;Plat;TORTELLINIS 4 FROMAGES A LA SAUCE TOMATE - COMPLET ALTERNATIF PA;;DEJEUNER
2021-03-30;Entrée;OEUF DUR MAYONNAISE GARNITURE SALADE;;DEJEUNER
2021-03-30;Plat;FILET MEUNIERE ET CITRON;;DEJEUNER
2021-03-30;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-04-01;Entrée;TABOULE;;DEJEUNER
2021-04-01;Fromage;PETIT SUISSE NATURE BIO 60GR ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-04-02;Entrée;POIS CHICHE EN SALADE;;DEJEUNER
2021-04-02;Entrée;SALADE NICOISE UPC;;DEJEUNER
2021-04-02;Plat;STEAK HACHE DE BOEUF FACON BOUCHERE;;DEJEUNER
2021-04-08;Entrée;LENTILLES VINAIGRETTE;;DEJEUNER
2021-04-08;Entrée;SALADE CAMARGUAISE DE BLE;;DEJEUNER
2021-04-08;Plat;TARTE 3 FROMAGES FRAICHE PLAT COMPLET ALTERNATIF PA;;DEJEUNER
2021-04-09;Entrée;RADIS BEURRE;Haute Qualité Alimentaire;DEJEUNER
2021-04-12;Entrée;MAIS AU THON;;DEJEUNER
2021-04-12;Fromage;FROMAGE OSSAU IRATY A LA COUPE;Haute Qualité Alimentaire;DEJEUNER
2021-04-12;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2021-04-13;Légumes;RATATOUILLE UPC;;DEJEUNER
2021-04-13;Dessert;PARIS BREST;;DEJEUNER
2021-04-15;Plat;CHIPOLATA A GRILLER;Haute Qualité Alimentaire;DEJEUNER
2021-04-15;Légumes;RIZ DE CAMARGUE PILAF;Haute Qualité Alimentaire;DEJEUNER
2021-04-16;Dessert;COMPOTE BIO POMME ALLEGEE ET BISCUIT CIGARETTE;Produit Agriculture Biologique;DEJEUNER
2021-05-03;Plat;FILET MEUNIERE ET CITRON;;DEJEUNER
2021-05-04;Entrée;AVOCAT AU SURIMI;;DEJEUNER
2021-05-04;Entrée;CAKE AUX POIREAUX;Haute Qualité Alimentaire;DEJEUNER
2021-05-04;Légumes;HARICOTS VERTS BIO AU BEURRE PERSILLES;Produit Agriculture Biologique;DEJEUNER
2021-05-04;Fromage;YAOURT A BOIRE PANACHE;;DEJEUNER
2021-05-06;Plat;LASAGNES CHEVRE EPINARD PLAT COMPLET ALTERNATIF PA;Haute Qualité Alimentaire;DEJEUNER
2021-05-06;Plat;STEAK HACHE BOUCHERE DE BOEUF SAUCE AU BLEU;;DEJEUNER
2021-05-06;Légumes;POMME DE TERRE FRITE FRAICHE;;DEJEUNER
2021-05-07;Entrée;SALADE MELANGE LOCALE BIO AUX CROUTONS;Produit Agriculture Biologique;DEJEUNER
2021-05-07;Dessert;CREME DESSERT VANILLE BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-10;Plat;NUGGETS DE FILET DE POULET;;DEJEUNER
2021-05-10;Fromage;YAOURT BIO FRAISE;Produit Agriculture Biologique;DEJEUNER
2021-05-17;Plat;ESCALOPE DE POULET PANE;;DEJEUNER
2021-05-17;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-05-17;Dessert;GLACE BARRE TWIX;;DEJEUNER
2021-05-18;Entrée;FILET DE MAQUEREAU MOUTARDE;;DEJEUNER
2021-05-18;Plat;SAUCISSE AUX HERBES A GRILLER A/PORC HQA;Haute Qualité Alimentaire;DEJEUNER
2021-05-18;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 2;Produit Agriculture Biologique;DEJEUNER
2021-05-20;Entrée;OEUF DUR MAYONNAISE GARNITURE SALADE;;DEJEUNER
2021-05-20;Fromage;FROMAGE COMTE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-05-20;Dessert;SALADE DE FRUIT FRAIS D'ETE;Haute Qualité Alimentaire;DEJEUNER
2021-05-21;Plat;OMELETTE NATURE;;DEJEUNER
2021-05-21;Légumes;CAROTTE BIO A LA CREME;Produit Agriculture Biologique;DEJEUNER
2021-05-21;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-05-25;Dessert;DESSERT FRUIT Po DE SAISON BIO ANNUEL 1;Produit Agriculture Biologique;DEJEUNER
2021-05-27;Légumes;POELEE RIZ A LA CAMARGUAISE;;DEJEUNER
2021-05-27;Dessert;CERISE DE PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-05-27;Dessert;FRAISES DE PAYS AU SUCRE;Haute Qualité Alimentaire;DEJEUNER
2021-05-28;Dessert;GLACE CONE VANILLE;;DEJEUNER
2021-05-31;Entrée;TOMATE MOZZARELLA;;DEJEUNER
2021-05-31;Dessert;BROWNIES UPC CREME ANGLAISE;;DEJEUNER
2021-06-01;Entrée;SALADE MELANGE LOCALE BIO BILLES MOZZARELLA;Produit Agriculture Biologique;DEJEUNER
2021-06-01;Plat;CHILI VEGE PLAT COMPLET ALTERNATIF PV;;DEJEUNER
2021-06-03;Plat;FILET DE POULET SAUCE CURRY FROIDE;;DEJEUNER
2021-06-03;Fromage;YAOURT BIO SUCRE SAVEUR VANILLE;Produit Agriculture Biologique;DEJEUNER
2021-06-04;Entrée;MELON PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-06-04;Légumes;RATATOUILLE UPC;;DEJEUNER
2021-06-04;Dessert;BEIGNET POMME;;DEJEUNER
2021-06-07;Entrée;MELON PAYS;Haute Qualité Alimentaire;DEJEUNER
2021-06-07;Entrée;TARTE 3 FROMAGES FRAICHE;;DEJEUNER
2021-06-07;Plat;PAELLA AU POULET - PLAT COMPLET;;DEJEUNER
2021-06-08;Entrée;LENTILLES VINAIGRETTE;;DEJEUNER
2021-06-08;Entrée;PASTEQUE;;DEJEUNER
2021-06-10;Entrée;SALADE MELANGE LOCALE BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-10;Fromage;FROMAGE BLANC NATURE BIO;Produit Agriculture Biologique;DEJEUNER
2021-06-14;Plat;SAUTE DE PORC BIO EN CIVET;Produit Agriculture Biologique;DEJEUNER
2021-06-14;Fromage;YAOURT BIO LOCAL EN SEAU;Produit Agriculture Biologique;DEJEUNER
2021-06-18;Entrée;PATE CAMPAGNE HQA A/PORC;Haute Qualité Alimentaire;DEJEUNER
2021-06-21;Entrée;BRUSCHETTA  AL POMODORO;;DEJEUNER
2021-06-21;Entrée;MELON CHARENTAIS;Haute Qualité Alimentaire;DEJEUNER
2021-06-22;Entrée;CAROTTES RAPEES AU CITRON;;DEJEUNER
2021-06-22;Plat;ESCALOPE DE PORC BIO A GRILLER AUX HERBES DE PROVENCE;Produit Agriculture Biologique;DEJEUNER
2021-06-22;Fromage;FROMAGE BUCHE DU SALAGOU;Haute Qualité Alimentaire;DEJEUNER
2021-06-22;Fromage;PETIT SUISSE NATURE BIO 60GR ET SUCRE;Produit Agriculture Biologique;DEJEUNER
2021-06-24;Entrée;PASTEQUE;;DEJEUNER
2021-06-24;Fromage;FROMAGE EMMENTAL BIO IND;Produit Agriculture Biologique;DEJEUNER
2021-06-24;Dessert;TARTE POMME;;DEJEUNER
2021-06-25;Fromage;FROMAGE SAINT NECTAIRE AOP;Haute Qualité Alimentaire;DEJEUNER
2021-06-28;Légumes;POMME DE TERRE ALLUMETTE FRITE;;DEJEUNER
2021-06-28;Dessert;GLACE BARRE SNICKERS;;DEJEUNER
2021-06-28;Dessert;GLACE BARRE TWIX;;DEJEUNER
2021-06-29;Plat;POISSON PAVE BORDELAISE;;DEJEUNER
2021-06-29;Dessert;GLACE SUNDAE CHOCOLAT;;DEJEUNER
2020-09-01;Entrée;OEUF DUR MAYONNAISE GARNITURE SALADE;;DEJEUNER
2020-09-01;Entrée;TOMATE MOZZARELLA;;DEJEUNER
2020-09-01;Plat;TARTE 3 FROMAGES FRAICHE PLAT COMPLET ALTERNATIF PA;;DEJEUNER
2020-09-01;Fromage;FROMAGE CARRE FRAIS BIO IND;Produit Agriculture Biologique;DEJEUNER
2020-09-03;Entrée;CONCOMBRE TZATZIKI;;DEJEUNER
